bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
403252,216959,2012-07-26,House,"On Agreeing to the Amendment",245,171,15,0,431
403252,216960,2012-07-26,House,"On Agreeing to the Amendment",173,243,15,0,431
403252,216961,2012-07-26,House,"On Agreeing to the Amendment",251,165,15,0,431
403252,216962,2012-07-26,House,"On Motion to Recommit with Instructions",181,234,16,0,431
403252,216963,2012-07-26,House,"On Passage",245,172,14,0,431
403252,219028,2012-07-25,House,"On Agreeing to the Amendment",188,231,12,0,431
403252,219029,2012-07-25,House,"On Agreeing to the Amendment",159,259,13,0,431
403252,219030,2012-07-25,House,"On Agreeing to the Amendment",173,245,13,0,431
403252,219031,2012-07-25,House,"On Agreeing to the Amendment",174,242,15,0,431
403252,219032,2012-07-25,House,"On Agreeing to the Amendment",177,240,14,0,431
403252,219033,2012-07-26,House,"On Agreeing to the Amendment",177,244,10,0,431
403252,219034,2012-07-26,House,"On Agreeing to the Amendment",177,238,16,0,431
403252,219035,2012-07-26,House,"On Agreeing to the Amendment",170,247,14,0,431
403252,219036,2012-07-26,House,"On Agreeing to the Amendment",173,246,12,0,431
403252,219037,2012-07-26,House,"On Agreeing to the Amendment",179,234,18,0,431
403252,219038,2012-07-26,House,"On Agreeing to the Amendment",248,171,12,0,431
403252,219039,2012-07-26,House,"On Agreeing to the Amendment",176,243,12,0,431
403252,219040,2012-07-26,House,"On Agreeing to the Amendment",240,178,13,0,431
403252,219041,2012-07-26,House,"On Agreeing to the Amendment",174,239,18,0,431
403252,219042,2012-07-26,House,"On Agreeing to the Amendment",178,236,17,0,431
403252,219043,2012-07-26,House,"On Agreeing to the Amendment",171,247,13,0,431
403252,219044,2012-07-26,House,"On Agreeing to the Amendment",251,166,14,0,431
403252,219045,2012-07-26,House,"On Agreeing to the Amendment",245,171,15,0,431
403252,219046,2012-07-26,House,"On Agreeing to the Amendment",173,243,15,0,431
403252,219047,2012-07-26,House,"On Agreeing to the Amendment",251,165,15,0,431
403252,219048,2012-07-26,House,"On Motion to Recommit with Instructions",181,234,16,0,431
403252,219049,2012-07-26,House,"On Passage",245,172,14,0,431
403539,216720,2012-04-24,Senate,"On the Motion to Proceed S.J.Res. 36",45,54,1,0,100
403558,216746,2012-06-20,Senate,"On the Motion to Proceed S.J.Res. 37",46,53,1,0,100
407737,216637,2012-02-28,House,"On Agreeing to the Resolution",244,171,18,0,433
407737,221190,2012-02-28,House,"On Agreeing to the Resolution",244,171,18,0,433
407760,216111,2012-03-01,House,"On Agreeing to the Resolution",418,0,15,0,433
407760,219592,2012-03-01,House,"On Agreeing to the Resolution",418,0,15,0,433
407854,216721,2012-04-17,House,"On Agreeing to the Amendment",152,260,19,0,431
407854,216722,2012-04-17,House,"On Agreeing to the Amendment",138,279,14,0,431
407854,216723,2012-04-17,House,"On Agreeing to the Amendment",155,262,14,0,431
407854,216724,2012-04-17,House,"On Agreeing to the Amendment",176,244,11,0,431
407854,216725,2012-04-17,House,"On Agreeing to the Amendment",223,198,10,0,431
407854,216726,2012-04-17,House,"On Motion to Recommit with Instructions",160,261,10,0,431
407854,216727,2012-04-17,House,"On Passage",274,146,11,0,431
407854,221250,2012-04-17,House,"On Agreeing to the Amendment",152,260,19,0,431
407854,221251,2012-04-17,House,"On Agreeing to the Amendment",138,279,14,0,431
407854,221252,2012-04-17,House,"On Agreeing to the Amendment",155,262,14,0,431
407854,221253,2012-04-17,House,"On Agreeing to the Amendment",176,244,11,0,431
407854,221254,2012-04-17,House,"On Agreeing to the Amendment",223,198,10,0,431
407854,221255,2012-04-17,House,"On Motion to Recommit with Instructions",160,261,10,0,431
407854,221256,2012-04-17,House,"On Passage",274,146,11,0,431
408440,216907,2012-02-29,House,"On Ordering the Previous Question",241,178,14,0,433
408440,216908,2012-02-29,House,"On Agreeing to the Resolution",245,173,15,0,433
408440,218930,2012-02-29,House,"On Ordering the Previous Question",241,178,14,0,433
408440,218931,2012-02-29,House,"On Agreeing to the Resolution",245,173,15,0,433
408453,216776,2012-05-07,House,"On Motion to Suspend the Rules and Agree",376,0,55,0,431
408453,221443,2012-05-07,House,"On Motion to Suspend the Rules and Agree",376,0,55,0,431
410245,216577,2012-05-17,House,"On Motion to Suspend the Rules and Agree, as Amended",401,11,19,0,431
410245,221022,2012-05-17,House,"On Motion to Suspend the Rules and Agree, as Amended",401,11,19,0,431
410346,216255,2012-05-16,House,"On Motion to Suspend the Rules and Pass, as Amended",416,4,11,0,431
410346,220063,2012-05-16,House,"On Motion to Suspend the Rules and Pass, as Amended",416,4,11,0,431
410418,217069,2012-03-06,House,"On Motion to Suspend the Rules and Pass",370,39,24,0,433
410418,219552,2012-03-06,House,"On Motion to Suspend the Rules and Pass",370,39,24,0,433
411379,216845,2012-05-09,House,"On Motion to Suspend the Rules and Pass, as Amended",411,2,18,0,431
411379,218795,2012-05-09,House,"On Motion to Suspend the Rules and Pass, as Amended",411,2,18,0,431
411505,216458,2012-03-06,House,"On Ordering the Previous Question",232,177,24,0,433
411505,222100,2012-03-06,House,"On Ordering the Previous Question",232,177,24,0,433
411995,216837,2012-03-07,House,"On Ordering the Previous Question",244,177,11,0,432
411995,216838,2012-03-07,House,"On Agreeing to the Resolution",252,166,14,0,432
411995,218737,2012-03-07,House,"On Ordering the Previous Question",244,177,11,0,432
411995,218738,2012-03-07,House,"On Agreeing to the Resolution",252,166,14,0,432
412383,216262,2012-07-09,House,"On Motion to Suspend the Rules and Pass, as Amended",369,0,62,0,431
412383,220080,2012-07-09,House,"On Motion to Suspend the Rules and Pass, as Amended",369,0,62,0,431
416157,216779,2012-05-30,House,"On Motion to Suspend the Rules and Pass",390,2,39,0,431
416157,221504,2012-05-30,House,"On Motion to Suspend the Rules and Pass",390,2,39,0,431
416348,216425,2012-03-20,House,"On Consideration of the Resolution",227,172,32,0,431
416348,216426,2012-03-20,House,"On Agreeing to the Resolution",232,170,29,0,431
416348,220534,2012-03-20,House,"On Consideration of the Resolution",227,172,32,0,431
416348,220535,2012-03-20,House,"On Agreeing to the Resolution",232,170,29,0,431
416360,220322,2013-01-01,House,"On Motion to Suspend the Rules and Concur in the Senate Amendment",378,37,16,0,431
416845,216821,2012-03-21,House,"On Ordering the Previous Question",231,179,21,0,431
416845,216822,2012-03-21,House,"On Agreeing to the Resolution",233,182,16,0,431
416845,218575,2012-03-21,House,"On Ordering the Previous Question",231,179,21,0,431
416845,218576,2012-03-21,House,"On Agreeing to the Resolution",233,182,16,0,431
417133,216830,2012-04-19,House,"On Agreeing to the Amendment",175,236,20,0,431
417133,216831,2012-04-19,House,"On Motion to Recommit with Instructions",179,229,23,0,431
417133,216832,2012-04-19,House,"On Passage",235,173,23,0,431
417133,218705,2012-04-19,House,"On Agreeing to the Amendment",175,236,20,0,431
417133,218706,2012-04-19,House,"On Motion to Recommit with Instructions",179,229,23,0,431
417133,218707,2012-04-19,House,"On Passage",235,173,23,0,431
417270,216978,2012-03-26,Senate,"On the Cloture Motion S. 2204",92,4,4,0,100
417270,216979,2012-03-27,Senate,"On the Cloture Motion S. 2204",51,47,2,0,100
417849,216895,2012-06-28,House,"On Motion to Suspend the Rules and Pass, as Amended",402,21,9,0,432
417849,218883,2012-06-28,House,"On Motion to Suspend the Rules and Pass, as Amended",402,21,9,0,432
417860,216128,2012-03-28,House,"On Agreeing to the Amendment",0,414,17,0,431
417860,216129,2012-03-28,House,"On Agreeing to the Amendment",107,314,10,0,431
417860,216130,2012-03-28,House,"On Agreeing to the Amendment",38,382,11,0,431
417860,216131,2012-03-29,House,"On Agreeing to the Amendment",78,346,7,0,431
417860,216132,2012-03-29,House,"On Agreeing to the Amendment",136,285,10,0,431
417860,216133,2012-03-29,House,"On Agreeing to the Amendment",163,262,6,0,431
417860,216134,2012-03-29,House,"On Agreeing to the Resolution",228,191,12,0,431
417860,216135,2012-05-16,Senate,"On the Motion to Proceed H.Con.Res. 112",41,58,1,0,100
417860,219642,2012-03-28,House,"On Agreeing to the Amendment",0,414,17,0,431
417860,219643,2012-03-28,House,"On Agreeing to the Amendment",107,314,10,0,431
417860,219644,2012-03-28,House,"On Agreeing to the Amendment",38,382,11,0,431
417860,219645,2012-03-29,House,"On Agreeing to the Amendment",78,346,7,0,431
417860,219646,2012-03-29,House,"On Agreeing to the Amendment",136,285,10,0,431
417860,219647,2012-03-29,House,"On Agreeing to the Amendment",163,262,6,0,431
417860,219648,2012-03-29,House,"On Agreeing to the Resolution",228,191,12,0,431
418119,216709,2012-03-27,House,"On Ordering the Previous Question",236,182,13,0,431
418119,216710,2012-03-27,House,"On Agreeing to the Resolution",242,177,12,0,431
418119,221238,2012-03-27,House,"On Ordering the Previous Question",236,182,13,0,431
418119,221239,2012-03-27,House,"On Agreeing to the Resolution",242,177,12,0,431
418519,216923,2012-03-28,House,"On Ordering the Previous Question",235,183,13,0,431
418519,216924,2012-03-28,House,"On Agreeing to the Resolution",241,184,6,0,431
418519,218972,2012-03-28,House,"On Ordering the Previous Question",235,183,13,0,431
418519,218973,2012-03-28,House,"On Agreeing to the Resolution",241,184,6,0,431
418726,216027,2012-09-11,House,"On Motion to Suspend the Rules and Pass, as Amended",402,7,20,0,429
418726,219243,2012-09-11,House,"On Motion to Suspend the Rules and Pass, as Amended",402,7,20,0,429
418773,216252,2012-03-29,House,"On Passage",266,158,7,0,431
418773,220043,2012-03-29,House,"On Passage",266,158,7,0,431
418779,216306,2012-03-29,House,"On Ordering the Previous Question",237,178,16,0,431
418779,220235,2012-03-29,House,"On Ordering the Previous Question",237,178,16,0,431
418796,216809,2012-04-16,Senate,"On Cloture on the Motion to Proceed S. 2230",51,45,4,0,100
418814,216795,2012-07-10,Senate,"On Cloture on the Motion to Proceed S. 2237",80,14,6,0,100
418814,216796,2012-07-12,Senate,"On the Motion to Table S.Amdt. 2524 to S. 2237 (Small Business Jobs and Tax Relief Act)",73,24,3,0,100
418814,216797,2012-07-12,Senate,"On the Cloture Motion S.Amdt. 2521 to S. 2237 (Small Business Jobs and Tax Relief Act)",57,41,2,0,100
418814,216798,2012-07-12,Senate,"On the Cloture Motion S. 2237",53,44,3,0,100
419804,216330,2012-05-17,House,"On Agreeing to the Amendment",84,335,12,0,431
419804,216331,2012-05-17,House,"On Agreeing to the Amendment",113,303,15,0,431
419804,216332,2012-05-17,House,"On Agreeing to the Amendment",412,1,18,0,431
419804,216333,2012-05-17,House,"On Agreeing to the Amendment",249,171,11,0,431
419804,216334,2012-05-17,House,"On Agreeing to the Amendment",211,209,11,0,431
419804,216335,2012-05-17,House,"On Agreeing to the Amendment",112,308,11,0,431
419804,216336,2012-05-17,House,"On Agreeing to the Amendment",165,252,14,0,431
419804,216337,2012-05-18,House,"On Agreeing to the Amendment",182,238,11,0,431
419804,216338,2012-05-18,House,"On Agreeing to the Amendment",243,173,15,0,431
419804,216339,2012-05-18,House,"On Agreeing to the Amendment",209,211,11,0,431
419804,216340,2012-05-18,House,"On Agreeing to the Amendment",192,229,10,0,431
419804,216341,2012-05-18,House,"On Agreeing to the Amendment",164,256,11,0,431
419804,216342,2012-05-18,House,"On Agreeing to the Amendment",180,241,10,0,431
419804,216343,2012-05-18,House,"On Agreeing to the Amendment",394,27,10,0,431
419804,216344,2012-05-18,House,"On Agreeing to the Amendment",118,303,10,0,431
419804,216345,2012-05-18,House,"On Agreeing to the Amendment",160,261,10,0,431
419804,216346,2012-05-18,House,"On Agreeing to the Amendment",175,245,11,0,431
419804,216347,2012-05-18,House,"On Agreeing to the Amendment",241,179,11,0,431
419804,216348,2012-05-18,House,"On Agreeing to the Amendment",220,201,10,0,431
419804,216349,2012-05-18,House,"On Agreeing to the Amendment",170,252,9,0,431
419804,216350,2012-05-18,House,"On Agreeing to the Amendment",229,193,9,0,431
419804,216351,2012-05-18,House,"On Agreeing to the Amendment",226,196,9,0,431
419804,216352,2012-05-18,House,"On Agreeing to the Amendment",77,344,10,0,431
419804,216353,2012-05-18,House,"On Agreeing to the Amendment",241,181,9,0,431
419804,216354,2012-05-18,House,"On Agreeing to the Amendment",121,300,10,0,431
419804,216355,2012-05-18,House,"On Agreeing to the Amendment",238,162,31,0,431
419804,216356,2012-05-18,House,"On Agreeing to the Amendment",379,38,14,0,431
419804,216357,2012-05-18,House,"On Motion to Recommit with Instructions",182,236,13,0,431
419804,216358,2012-05-18,House,"On Passage",299,120,12,0,431
419804,216359,2012-12-13,House,"On Motion to Instruct Conferees",399,4,28,0,431
419804,216360,2012-12-13,House,"On Motion to Permit Closed Conference Meetings",351,53,27,0,431
419804,216361,2012-12-20,House,"On Agreeing to the Conference Report",315,107,9,0,431
419804,216362,2012-12-21,Senate,"On the Conference Report H.R. 4310",81,14,4,0,99
419804,220336,2012-05-17,House,"On Agreeing to the Amendment",84,335,12,0,431
419804,220337,2012-05-17,House,"On Agreeing to the Amendment",113,303,15,0,431
419804,220338,2012-05-17,House,"On Agreeing to the Amendment",412,1,18,0,431
419804,220339,2012-05-17,House,"On Agreeing to the Amendment",249,171,11,0,431
419804,220340,2012-05-17,House,"On Agreeing to the Amendment",211,209,11,0,431
419804,220341,2012-05-17,House,"On Agreeing to the Amendment",112,308,11,0,431
419804,220342,2012-05-17,House,"On Agreeing to the Amendment",165,252,14,0,431
419804,220343,2012-05-18,House,"On Agreeing to the Amendment",182,238,11,0,431
419804,220344,2012-05-18,House,"On Agreeing to the Amendment",243,173,15,0,431
419804,220345,2012-05-18,House,"On Agreeing to the Amendment",209,211,11,0,431
419804,220346,2012-05-18,House,"On Agreeing to the Amendment",192,229,10,0,431
419804,220347,2012-05-18,House,"On Agreeing to the Amendment",164,256,11,0,431
419804,220348,2012-05-18,House,"On Agreeing to the Amendment",180,241,10,0,431
419804,220349,2012-05-18,House,"On Agreeing to the Amendment",394,27,10,0,431
419804,220350,2012-05-18,House,"On Agreeing to the Amendment",118,303,10,0,431
419804,220351,2012-05-18,House,"On Agreeing to the Amendment",160,261,10,0,431
419804,220352,2012-05-18,House,"On Agreeing to the Amendment",175,245,11,0,431
419804,220353,2012-05-18,House,"On Agreeing to the Amendment",241,179,11,0,431
419804,220354,2012-05-18,House,"On Agreeing to the Amendment",220,201,10,0,431
419804,220355,2012-05-18,House,"On Agreeing to the Amendment",170,252,9,0,431
419804,220356,2012-05-18,House,"On Agreeing to the Amendment",229,193,9,0,431
419804,220357,2012-05-18,House,"On Agreeing to the Amendment",226,196,9,0,431
419804,220358,2012-05-18,House,"On Agreeing to the Amendment",77,344,10,0,431
419804,220359,2012-05-18,House,"On Agreeing to the Amendment",241,181,9,0,431
419804,220360,2012-05-18,House,"On Agreeing to the Amendment",121,300,10,0,431
419804,220361,2012-05-18,House,"On Agreeing to the Amendment",238,162,31,0,431
419804,220362,2012-05-18,House,"On Agreeing to the Amendment",379,38,14,0,431
419804,220363,2012-05-18,House,"On Motion to Recommit with Instructions",182,236,13,0,431
419804,220364,2012-05-18,House,"On Passage",299,120,12,0,431
419804,220365,2012-12-13,House,"On Motion to Instruct Conferees",399,4,28,0,431
419804,220366,2012-12-13,House,"On Motion to Permit Closed Conference Meetings",351,53,27,0,431
419804,220367,2012-12-20,House,"On Agreeing to the Conference Report",315,107,9,0,431
420168,216127,2012-05-16,Senate,"On the Motion to Proceed S.Con.Res. 37",42,57,1,0,100
420993,216368,2012-04-18,House,"On Agreeing to the Amendment",255,165,11,0,431
420993,216369,2012-04-18,House,"On Motion to Recommit with Instructions",176,242,13,0,431
420993,216370,2012-04-18,House,"On Passage",293,127,11,0,431
420993,216371,2012-04-25,House,"On Motion to Instruct Conferees",181,242,8,0,431
420993,216372,2012-05-17,House,"On Barrow Motion to Instruct Conferees",261,152,18,0,431
420993,216373,2012-05-18,House,"On Rahall Motion to Instruct Conferees",245,169,17,0,431
420993,216374,2012-06-06,House,"On Flake Motion to Instruct Conferees",259,154,18,0,431
420993,216375,2012-06-06,House,"On Doggett Motion to Instruct Conferees",192,226,13,0,431
420993,216376,2012-06-07,House,"On Broun of Georgia Motion to Instruct Conferees",82,323,26,0,431
420993,216377,2012-06-19,House,"On Walz of Minnesota Motion to Instruct Conferees",386,34,12,0,432
420993,216378,2012-06-21,House,"On McKinley of West Virginia Motion to Instruct Conferees",260,138,34,0,432
420993,216379,2012-06-21,House,"On Hoyer of Maryland Motion to Instruct Conferees",172,225,35,0,432
420993,216380,2012-06-26,House,"On Black of Tennessee Motion to Instruct Conferees",201,194,37,0,432
420993,216381,2012-06-29,House,"On Agreeing to the Conference Report",373,52,7,0,432
420993,216382,2012-06-29,Senate,"On the Motion (Motion to Waive Paragraph 9 of Rule 28)",72,22,6,0,100
420993,216383,2012-06-29,Senate,"On the Motion (Motion to Waive Paragraph 3 of Rule 28)",66,28,6,0,100
420993,216384,2012-06-29,Senate,"On the Motion (Motion to Waive All Applicable Budgetary Discipline)",63,30,7,0,100
420993,216385,2012-06-29,Senate,"On the Conference Report H.R. 4348",74,19,7,0,100
420993,220434,2012-04-18,House,"On Agreeing to the Amendment",255,165,11,0,431
420993,220435,2012-04-18,House,"On Motion to Recommit with Instructions",176,242,13,0,431
420993,220436,2012-04-18,House,"On Passage",293,127,11,0,431
420993,220437,2012-04-25,House,"On Motion to Instruct Conferees",181,242,8,0,431
420993,220438,2012-05-17,House,"On Barrow Motion to Instruct Conferees",261,152,18,0,431
