bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
344427,216172,2012-09-21,House,"On Agreeing to the Amendment",164,246,19,0,429
344427,216173,2012-09-21,House,"On Agreeing to the Amendment",164,247,18,0,429
344427,216174,2012-09-21,House,"On Agreeing to the Amendment",247,163,19,0,429
344427,216175,2012-09-21,House,"On Agreeing to the Amendment",160,250,19,0,429
344427,216176,2012-09-21,House,"On Agreeing to the Amendment",168,243,18,0,429
344427,216177,2012-09-21,House,"On Agreeing to the Amendment",228,183,18,0,429
344427,216178,2012-09-21,House,"On Agreeing to the Amendment",226,181,22,0,429
344427,216179,2012-09-21,House,"On Motion to Recommit with Instructions",173,233,23,0,429
344427,216180,2012-09-21,House,"On Passage",233,175,21,0,429
344427,219772,2012-09-21,House,"On Agreeing to the Amendment",174,229,26,0,429
344427,219773,2012-09-21,House,"On Agreeing to the Amendment",178,229,22,0,429
344427,219774,2012-09-21,House,"On Agreeing to the Amendment",242,168,19,0,429
344427,219775,2012-09-21,House,"On Agreeing to the Amendment",164,246,19,0,429
344427,219776,2012-09-21,House,"On Agreeing to the Amendment",164,247,18,0,429
344427,219777,2012-09-21,House,"On Agreeing to the Amendment",247,163,19,0,429
344427,219778,2012-09-21,House,"On Agreeing to the Amendment",160,250,19,0,429
344427,219779,2012-09-21,House,"On Agreeing to the Amendment",168,243,18,0,429
344427,219780,2012-09-21,House,"On Agreeing to the Amendment",228,183,18,0,429
344427,219781,2012-09-21,House,"On Agreeing to the Amendment",226,181,22,0,429
344427,219782,2012-09-21,House,"On Motion to Recommit with Instructions",173,233,23,0,429
344427,219783,2012-09-21,House,"On Passage",233,175,21,0,429
344439,216190,2012-04-26,House,"On Agreeing to the Amendment",167,243,21,0,431
344439,216191,2012-04-26,House,"On Agreeing to the Amendment",412,0,19,0,431
344439,216192,2012-04-26,House,"On Agreeing to the Amendment",410,3,18,0,431
344439,216193,2012-04-26,House,"On Agreeing to the Amendment",415,0,16,0,431
344439,216194,2012-04-26,House,"On Agreeing to the Amendment",416,0,15,0,431
344439,216195,2012-04-26,House,"On Agreeing to the Amendment",414,1,16,0,431
344439,216196,2012-04-26,House,"On Agreeing to the Amendment",413,3,15,0,431
344439,216197,2012-04-26,House,"On Motion to Recommit with Instructions",183,233,15,0,431
344439,216198,2012-04-26,House,"On Passage",248,168,15,0,431
344439,219812,2012-04-26,House,"On Agreeing to the Amendment",167,243,21,0,431
344439,219813,2012-04-26,House,"On Agreeing to the Amendment",412,0,19,0,431
344439,219814,2012-04-26,House,"On Agreeing to the Amendment",410,3,18,0,431
344439,219815,2012-04-26,House,"On Agreeing to the Amendment",415,0,16,0,431
344439,219816,2012-04-26,House,"On Agreeing to the Amendment",416,0,15,0,431
344439,219817,2012-04-26,House,"On Agreeing to the Amendment",414,1,16,0,431
344439,219818,2012-04-26,House,"On Agreeing to the Amendment",413,3,15,0,431
344439,219819,2012-04-26,House,"On Motion to Recommit with Instructions",183,233,15,0,431
344439,219820,2012-04-26,House,"On Passage",248,168,15,0,431
344440,216828,2012-04-25,House,"On Motion to Suspend the Rules and Pass, as Amended",312,111,8,0,431
344440,218630,2012-04-25,House,"On Motion to Suspend the Rules and Pass, as Amended",312,111,8,0,431
344449,218593,2011-11-30,House,"On Ordering the Previous Question",239,184,10,0,433
344449,218594,2011-11-30,House,"On Agreeing to the Resolution",239,178,16,0,433
344459,218655,2011-11-17,House,"On Ordering the Previous Question",243,173,17,0,433
344459,218656,2011-11-17,House,"On Agreeing to the Resolution",248,169,16,0,433
344472,220943,2011-12-14,House,"On Motion to Suspend the Rules and Pass",416,0,17,0,433
344557,216628,2012-05-31,House,"On Motion to Suspend the Rules and Pass, as Amended",246,168,17,0,431
344557,221154,2012-05-31,House,"On Motion to Suspend the Rules and Pass, as Amended",246,168,17,0,431
344595,220531,2011-12-01,House,"On Motion to Recommit with Instructions",190,236,7,0,433
344595,220532,2011-12-01,House,"On Passage",235,190,8,0,433
344596,216898,2011-12-01,Senate,"On the Motion to Proceed S. 1917",51,49,0,0,100
344605,217062,2012-02-08,House,"On Agreeing to the Amendment",128,300,5,0,433
344605,217063,2012-02-08,House,"On Passage",254,173,6,0,433
344605,219499,2012-02-08,House,"On Agreeing to the Amendment",128,300,5,0,433
344605,219500,2012-02-08,House,"On Passage",254,173,6,0,433
344611,216406,2012-02-15,House,"On Agreeing to the Amendment",173,249,11,0,433
344611,216407,2012-02-15,House,"On Agreeing to the Amendment",173,254,6,0,433
344611,216408,2012-02-15,House,"On Agreeing to the Amendment",149,276,8,0,433
344611,216409,2012-02-15,House,"On Agreeing to the Amendment",193,234,6,0,433
344611,216410,2012-02-15,House,"On Agreeing to the Amendment",160,265,8,0,433
344611,216411,2012-02-15,House,"On Agreeing to the Amendment",160,267,6,0,433
344611,216412,2012-02-15,House,"On Agreeing to the Amendment",169,257,7,0,433
344611,216413,2012-02-15,House,"On Agreeing to the Amendment",266,159,8,0,433
344611,216414,2012-02-15,House,"On Agreeing to the Amendment",188,236,9,0,433
344611,216415,2012-02-16,House,"On Agreeing to the Amendment",167,253,13,0,433
344611,216416,2012-02-16,House,"On Agreeing to the Amendment",189,228,16,0,433
344611,216417,2012-02-16,House,"On Agreeing to the Amendment",250,171,12,0,433
344611,216418,2012-02-16,House,"On Agreeing to the Amendment",168,254,11,0,433
344611,216419,2012-02-16,House,"On Agreeing to the Amendment",183,238,12,0,433
344611,216420,2012-02-16,House,"On Agreeing to the Amendment",244,177,12,0,433
344611,216421,2012-02-16,House,"On Motion to Recommit with Instructions",176,241,16,0,433
344611,216422,2012-02-16,House,"On Passage",237,187,10,0,434
344611,220484,2012-02-15,House,"On Agreeing to the Amendment",173,249,11,0,433
344611,220485,2012-02-15,House,"On Agreeing to the Amendment",173,254,6,0,433
344611,220486,2012-02-15,House,"On Agreeing to the Amendment",149,276,8,0,433
344611,220487,2012-02-15,House,"On Agreeing to the Amendment",193,234,6,0,433
344611,220488,2012-02-15,House,"On Agreeing to the Amendment",160,265,8,0,433
344611,220489,2012-02-15,House,"On Agreeing to the Amendment",160,267,6,0,433
344611,220490,2012-02-15,House,"On Agreeing to the Amendment",169,257,7,0,433
344611,220491,2012-02-15,House,"On Agreeing to the Amendment",266,159,8,0,433
344611,220492,2012-02-15,House,"On Agreeing to the Amendment",188,236,9,0,433
344611,220493,2012-02-16,House,"On Agreeing to the Amendment",167,253,13,0,433
344611,220494,2012-02-16,House,"On Agreeing to the Amendment",189,228,16,0,433
344611,220495,2012-02-16,House,"On Agreeing to the Amendment",250,171,12,0,433
344611,220496,2012-02-16,House,"On Agreeing to the Amendment",168,254,11,0,433
344611,220497,2012-02-16,House,"On Agreeing to the Amendment",183,238,12,0,433
344611,220498,2012-02-16,House,"On Agreeing to the Amendment",244,177,12,0,433
344611,220499,2012-02-16,House,"On Motion to Recommit with Instructions",176,241,16,0,433
344611,220500,2012-02-16,House,"On Passage",237,187,10,0,434
344647,221213,2011-12-06,House,"On Ordering the Previous Question",236,184,13,0,433
344647,221214,2011-12-06,House,"On Agreeing to the Resolution",235,180,18,0,433
344699,218974,2011-11-18,House,"On Agreeing to the Resolution",239,167,27,0,433
344723,218977,2011-11-17,House,"On Agreeing to the Resolution",262,156,15,0,433
344745,216756,2012-07-23,House,"On Motion to Suspend the Rules and Pass",379,0,52,0,431
344745,221384,2012-07-23,House,"On Motion to Suspend the Rules and Pass",379,0,52,0,431
344763,216696,2011-11-29,Senate,"On the Amendment S.Amdt. 1107 to S. 1867 (National Defense Authorization Act for Fiscal Year 2012)",38,60,2,0,100
344763,216697,2011-11-29,Senate,"On the Amendment S.Amdt. 1064 to S. 1867 (National Defense Authorization Act for Fiscal Year 2012)",30,67,3,0,100
344763,216698,2011-11-30,Senate,"On the Cloture Motion S. 1867",88,12,0,0,100
344763,216699,2011-12-01,Senate,"On the Amendment S.Amdt. 1125 to S. 1867 (National Defense Authorization Act for Fiscal Year 2012)",45,55,0,0,100
344763,216700,2011-12-01,Senate,"On the Amendment S.Amdt. 1126 to S. 1867 (National Defense Authorization Act for Fiscal Year 2012)",45,55,0,0,100
344763,216701,2011-12-01,Senate,"On the Amendment S.Amdt. 1456 to S. 1867 (National Defense Authorization Act for Fiscal Year 2012)",99,1,0,0,100
344763,216702,2011-12-01,Senate,"On the Amendment S.Amdt. 1414 to S. 1867 (National Defense Authorization Act for Fiscal Year 2012)",100,0,0,0,100
344763,216703,2011-12-01,Senate,"On the Amendment S.Amdt. 1274 to S. 1867 (National Defense Authorization Act for Fiscal Year 2012)",41,59,0,0,100
344763,216704,2011-12-01,Senate,"On Passage of the Bill S. 1867",93,7,0,0,100
344783,220605,2011-11-15,House,"On Agreeing to the Resolution",271,153,9,0,433
344810,216648,2012-02-09,Senate,"On Cloture on the Motion to Proceed S. 1813",85,11,4,0,100
344810,216649,2012-02-17,Senate,"On the Cloture Motion S.Amdt. 1633 to S. 1813 (MAP-21)",54,42,4,0,100
344810,216650,2012-03-01,Senate,"On the Motion to Table S.Amdt. 1520 to S.Amdt. 1730 to S. 1813 (MAP-21)",51,48,1,0,100
344810,216651,2012-03-06,Senate,"On the Cloture Motion S.Amdt. 1761 to S. 1813 (MAP-21)",52,44,4,0,100
344810,216652,2012-03-06,Senate,"On the Cloture Motion S.Amdt. 1761 to S. 1813 (MAP-21)",52,44,4,0,100
344810,216653,2012-03-08,Senate,"On the Amendment S.Amdt. 1535 to S. 1813 (MAP-21)",43,55,2,0,100
344810,216654,2012-03-08,Senate,"On the Amendment S.Amdt. 1825 to S. 1813 (MAP-21)",82,16,2,0,100
344810,216655,2012-03-08,Senate,"On the Amendment S.Amdt. 1660 to S. 1813 (MAP-21)",52,46,2,0,100
344810,216656,2012-03-08,Senate,"On the Amendment S.Amdt. 1738 to S. 1813 (MAP-21)",52,46,2,0,100
344810,216657,2012-03-08,Senate,"On the Amendment S.Amdt. 1822 to S. 1813 (MAP-21)",76,22,2,0,100
344810,216658,2012-03-08,Senate,"On the Amendment S.Amdt. 1817 to S. 1813 (MAP-21)",33,65,2,0,100
344810,216659,2012-03-08,Senate,"On the Amendment S.Amdt. 1537 to S. 1813 (MAP-21)",56,42,2,0,100
344810,216660,2012-03-08,Senate,"On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: S.1813)",66,31,3,0,100
344810,216661,2012-03-13,Senate,"On the Amendment S.Amdt. 1756 to S. 1813 (MAP-21)",30,67,3,0,100
344810,216662,2012-03-13,Senate,"On the Amendment S.Amdt. 1759 to S. 1813 (MAP-21)",50,47,3,0,100
344810,216663,2012-03-13,Senate,"On the Amendment S.Amdt. 1826 to S. 1813 (MAP-21)",41,57,2,0,100
344810,216664,2012-03-13,Senate,"On the Amendment S.Amdt. 1812 to S. 1813 (MAP-21)",49,49,2,0,100
344810,216665,2012-03-13,Senate,"On the Amendment S.Amdt. 1589 to S. 1813 (MAP-21)",26,72,2,0,100
344810,216666,2012-03-13,Senate,"On the Amendment S.Amdt. 1782 to S. 1813 (MAP-21)",51,47,2,0,100
344810,216667,2012-03-13,Senate,"On the Amendment S.Amdt. 1517 to S. 1813 (MAP-21)",28,70,2,0,100
344810,216668,2012-03-13,Senate,"On the Amendment S.Amdt. 1736 to S. 1813 (MAP-21)",30,68,2,0,100
344810,216669,2012-03-13,Senate,"On the Motion (Motion to Waive All Applicable Budgetary Provisions Re: Corker Amdt. No. 1785, As Modified)",40,58,2,0,100
344810,216670,2012-03-13,Senate,"On the Amendment S.Amdt. 1742 to S. 1813 (MAP-21)",12,86,2,0,100
344810,216671,2012-03-14,Senate,"On the Amendment S.Amdt. 1816 to S.Amdt. 1761 to S. 1813 (MAP-21)",76,20,4,0,100
344810,216672,2012-03-14,Senate,"On the Motion (Motion to Waive All Applicable Budgetary Disciple Re: Paul Amdt. No. 1556)",42,54,4,0,100
344810,216673,2012-03-14,Senate,"On Passage of the Bill S. 1813",74,22,4,0,100
344837,216904,2011-12-01,Senate,"On the Motion to Proceed S. 1931",20,78,2,0,100
344837,216905,2011-12-08,Senate,"On the Motion to Proceed S. 1931",22,76,2,0,100
344885,216810,2012-04-26,Senate,"On the Amendment S.Amdt. 2094 to S.Amdt. 2093 to S. 1925 (Violence Against Women Reauthorization Act of 2011)",57,41,2,0,100
344885,216811,2012-04-26,Senate,"On the Amendment S.Amdt. 2086 to S.Amdt. 2093 to S. 1925 (Violence Against Women Reauthorization Act of 2011)",50,48,2,0,100
344885,216812,2012-04-26,Senate,"On the Amendment S.Amdt. 2095 to S.Amdt. 2093 to S. 1925 (Violence Against Women Reauthorization Act of 2011)",37,62,1,0,100
344885,216813,2012-04-26,Senate,"On Passage of the Bill S. 1925",68,31,1,0,100
344914,216582,2012-06-21,Senate,"On the Cloture Motion S. 1940",96,2,2,0,100
344919,216930,2012-02-01,House,"On Motion to Suspend the Rules and Pass, as Amended",395,27,10,0,432
344919,218984,2012-02-01,House,"On Motion to Suspend the Rules and Pass, as Amended",395,27,10,0,432
345058,216980,2011-12-08,Senate,"On the Motion to Proceed S. 1944",50,48,2,0,100
345064,219106,2011-12-08,House,"On Ordering the Previous Question",241,173,19,0,433
345064,219107,2011-12-08,House,"On Agreeing to the Resolution",249,161,23,0,433
345161,216638,2012-01-24,House,"On Motion to Instruct Conferees",397,16,20,0,433
345161,216639,2012-02-01,House,"On Motion to Instruct Conferees",184,236,12,0,432
345161,216640,2012-02-08,House,"On Motion to Instruct Conferees",405,15,13,0,433
345161,216641,2012-02-17,House,"On Agreeing to the Conference Report",293,132,8,0,433
345161,216642,2011-12-17,Senate,"On the Amendment S.Amdt. 1465 to H.R. 3630 (Middle Class Tax Relief and Job Creation Act of 2011)",89,10,1,0,100
345161,216643,2012-02-17,Senate,"On the Conference Report H.R. 3630",60,36,4,0,100
345161,221180,2011-12-13,House,"On Motion to Recommit with Instructions",183,244,6,0,433
345161,221181,2011-12-13,House,"On Passage",234,193,6,0,433
345161,221182,2011-12-20,House,"On Motion to Go to Conference",229,193,11,0,433
345161,221183,2011-12-20,House,"On Motion to Instruct Conferees",183,238,12,0,433
345161,221184,2012-01-24,House,"On Motion to Instruct Conferees",397,16,20,0,433
345161,221185,2012-02-01,House,"On Motion to Instruct Conferees",184,236,12,0,432
345161,221186,2012-02-08,House,"On Motion to Instruct Conferees",405,15,13,0,433
345161,221187,2012-02-17,House,"On Agreeing to the Conference Report",293,132,8,0,433
345177,218603,2011-12-13,House,"On Question of Consideration of the Resolution",227,174,32,0,433
345177,218604,2011-12-13,House,"On Ordering the Previous Question",236,182,15,0,433
345177,218605,2011-12-13,House,"On Agreeing to the Resolution",236,180,17,0,433
345187,216584,2012-02-03,House,"On Motion to Recommit with Instructions",177,238,17,0,432
345187,216585,2012-02-03,House,"On Passage",235,177,20,0,432
345187,221094,2012-02-03,House,"On Motion to Recommit with Instructions",177,238,17,0,432
345187,221095,2012-02-03,House,"On Passage",235,177,20,0,432
345190,217015,2012-02-02,House,"On Agreeing to the Amendment",174,244,14,0,432
345190,217016,2012-02-02,House,"On Agreeing to the Amendment",177,237,18,0,432
345190,217017,2012-02-02,House,"On Agreeing to the Amendment",171,243,18,0,432
345190,217018,2012-02-02,House,"On Agreeing to the Amendment",173,243,16,0,432
345190,217019,2012-02-02,House,"On Agreeing to the Amendment",174,245,13,0,432
345190,217020,2012-02-02,House,"On Motion to Recommit with Instructions",183,237,12,0,432
345190,217021,2012-02-02,House,"On Passage",242,179,11,0,432
345190,219332,2012-02-02,House,"On Agreeing to the Amendment",174,244,14,0,432
345190,219333,2012-02-02,House,"On Agreeing to the Amendment",177,237,18,0,432
345190,219334,2012-02-02,House,"On Agreeing to the Amendment",171,243,18,0,432
345190,219335,2012-02-02,House,"On Agreeing to the Amendment",173,243,16,0,432
345190,219336,2012-02-02,House,"On Agreeing to the Amendment",174,245,13,0,432
345190,219337,2012-02-02,House,"On Motion to Recommit with Instructions",183,237,12,0,432
345190,219338,2012-02-02,House,"On Passage",242,179,11,0,432
345197,217027,2012-02-07,House,"On Agreeing to the Amendment",187,238,8,0,433
345197,217028,2012-02-07,House,"On Motion to Recommit with Instructions",190,238,5,0,433
345197,217029,2012-02-07,House,"On Passage",245,180,8,0,433
345197,219382,2012-02-07,House,"On Agreeing to the Amendment",187,238,8,0,433
345197,219383,2012-02-07,House,"On Motion to Recommit with Instructions",190,238,5,0,433
345197,219384,2012-02-07,House,"On Passage",245,180,8,0,433
345282,216761,2012-03-07,House,"On Agreeing to the Amendment",164,245,23,0,432
345282,216762,2012-03-07,House,"On Agreeing to the Amendment",169,244,19,0,432
345282,216763,2012-03-07,House,"On Agreeing to the Amendment",161,259,12,0,432
345282,216764,2012-03-07,House,"On Agreeing to the Amendment",185,236,11,0,432
345282,216765,2012-03-08,House,"On Agreeing to the Amendment",175,239,18,0,432
345282,216766,2012-03-08,House,"On Agreeing to the Amendment",172,236,24,0,432
345282,216767,2012-03-08,House,"On Motion to Recommit with Instructions",170,244,18,0,432
345282,216768,2012-03-08,House,"On Passage",390,23,19,0,432
345282,216769,2012-03-27,House,"On Motion to Suspend the Rules and Concur in the Senate Amendment",380,41,10,0,431
345282,216770,2012-03-20,Senate,"On the Cloture Motion S.Amdt. 1833 to H.R. 3606 (Reopening American Capital Markets to Emerging Growth Companies Act of 2011)",54,45,1,0,100
345282,216771,2012-03-20,Senate,"On the Cloture Motion S.Amdt. 1836 to H.R. 3606 (Reopening American Capital Markets to Emerging Growth Companies Act of 2011)",55,44,1,0,100
345282,216772,2012-03-21,Senate,"On the Cloture Motion H.R. 3606",76,22,2,0,100
345282,216773,2012-03-22,Senate,"On the Amendment S.Amdt. 1884 to H.R. 3606 (Reopening American Capital Markets to Emerging Growth Companies Act of 2011)",64,35,1,0,100
345282,216774,2012-03-22,Senate,"On Passage of the Bill H.R. 3606",73,26,1,0,100
345282,221404,2012-03-07,House,"On Agreeing to the Amendment",164,245,23,0,432
345282,221405,2012-03-07,House,"On Agreeing to the Amendment",169,244,19,0,432
345282,221406,2012-03-07,House,"On Agreeing to the Amendment",161,259,12,0,432
345282,221407,2012-03-07,House,"On Agreeing to the Amendment",185,236,11,0,432
345282,221408,2012-03-08,House,"On Agreeing to the Amendment",175,239,18,0,432
345282,221409,2012-03-08,House,"On Agreeing to the Amendment",172,236,24,0,432
345282,221410,2012-03-08,House,"On Motion to Recommit with Instructions",170,244,18,0,432
345282,221411,2012-03-08,House,"On Passage",390,23,19,0,432
345282,221412,2012-03-27,House,"On Motion to Suspend the Rules and Concur in the Senate Amendment",380,41,10,0,431
345288,218932,2011-12-14,House,"On Ordering the Previous Question",235,173,25,0,433
345288,218933,2011-12-14,House,"On Agreeing to the Resolution",245,169,19,0,433
345315,216484,2011-12-17,Senate,"On Passage of the Bill H.R. 3672",72,27,1,0,100
345315,220692,2011-12-16,House,"On Passage",351,67,15,0,433
345338,216126,2011-12-17,Senate,"On the Concurrent Resolution H.Con.Res. 94",43,56,1,0,100
345338,219633,2011-12-16,House,"On Agreeing to the Concurrent Resolution",255,165,13,0,433
345360,219784,2011-12-16,House,"On Ordering the Previous Question",239,179,15,0,433
345360,219785,2011-12-16,House,"On Agreeing to the Resolution",252,164,17,0,433
345682,216209,2012-07-17,House,"On Motion to Suspend the Rules and Pass",378,11,42,0,431
345682,219916,2012-07-17,House,"On Motion to Suspend the Rules and Pass",378,11,42,0,431
345792,217070,2012-03-05,House,"On Motion to Suspend the Rules and Pass",362,2,69,0,433
345792,219549,2012-03-05,House,"On Motion to Suspend the Rules and Pass",362,2,69,0,433
345839,221689,2011-12-20,House,"On Ordering the Previous Question",233,187,13,0,433
345839,221690,2011-12-20,House,"On Agreeing to the Resolution",231,187,15,0,433
345840,218573,2011-12-20,House,"On Agreeing to the Resolution",226,185,22,0,433
345863,221611,2011-12-20,House,"On Motion to Table",231,188,14,0,433
361088,216712,2012-01-18,House,"On Passage",239,176,18,0,433
361088,216713,2012-01-26,Senate,"On the Motion to Proceed H.J.Res. 98",44,52,4,0,100
361088,221241,2012-01-18,House,"On Passage",239,176,18,0,433
369197,216910,2012-01-18,House,"On Ordering the Previous Question",238,176,19,0,433
369197,218936,2012-01-18,House,"On Ordering the Previous Question",238,176,19,0,433
371494,216775,2012-12-18,House,"On Motion to Suspend the Rules and Agree to the Senate Amendment",386,6,39,0,431
371494,221448,2012-12-18,House,"On Motion to Suspend the Rules and Agree to the Senate Amendment",386,6,39,0,431
371922,216927,2012-01-24,House,"On Motion to Suspend the Rules and Agree",410,1,22,0,433
371922,218976,2012-01-24,House,"On Motion to Suspend the Rules and Agree",410,1,22,0,433
377102,216939,2012-07-31,House,"On Motion to Suspend the Rules and Pass, as Amended",220,154,57,0,431
377102,219009,2012-07-31,House,"On Motion to Suspend the Rules and Pass, as Amended",220,154,57,0,431
377209,217082,2012-01-25,House,"On Motion to Suspend the Rules and Pass",408,0,25,0,433
377209,220022,2012-01-25,House,"On Motion to Suspend the Rules and Pass",408,0,25,0,433
378945,216272,2012-01-31,House,"On Agreeing to the Resolution",251,157,24,0,432
378945,220138,2012-01-31,House,"On Agreeing to the Resolution",251,157,24,0,432
382341,216303,2012-07-23,House,"On Motion to Suspend the Rules and Pass",126,254,51,0,431
382341,220191,2012-07-23,House,"On Motion to Suspend the Rules and Pass",126,254,51,0,431
383627,216929,2012-02-01,House,"On Motion to Suspend the Rules and Pass",309,117,6,0,432
383627,218983,2012-02-01,House,"On Motion to Suspend the Rules and Pass",309,117,6,0,432
383677,216559,2012-02-09,House,"On Motion to Suspend the Rules and Pass, as Amended",417,2,14,0,433
383677,216560,2012-01-30,Senate,"On Cloture on the Motion to Proceed S. 2038",93,2,5,0,100
383677,216561,2012-02-02,Senate,"On the Amendment S.Amdt. 1484 to S.Amdt. 1470 to S. 2038 (Stop Trading on Congressional Knowledge Act of 2012)",37,61,2,0,100
383677,216562,2012-02-02,Senate,"On the Amendment S.Amdt. 1487 to S.Amdt. 1470 to S. 2038 (Stop Trading on Congressional Knowledge Act of 2012)",48,51,1,0,100
383677,216563,2012-02-02,Senate,"On the Amendment S.Amdt. 1511 to S.Amdt. 1470 to S. 2038 (Stop Trading on Congressional Knowledge Act of 2012)",81,18,1,0,100
383677,216564,2012-02-02,Senate,"On the Amendment S.Amdt. 1491 to S.Amdt. 1470 to S. 2038 (Stop Trading on Congressional Knowledge Act of 2012)",58,41,1,0,100
383677,216565,2012-02-02,Senate,"On the Amendment S.Amdt. 1472 to S.Amdt. 1470 to S. 2038 (Stop Trading on Congressional Knowledge Act of 2012)",40,59,1,0,100
383677,216566,2012-02-02,Senate,"On the Amendment S.Amdt. 1500 to S.Amdt. 1470 to S. 2038 (Stop Trading on Congressional Knowledge Act of 2012)",26,73,1,0,100
383677,216567,2012-02-02,Senate,"On the Amendment S.Amdt. 1473 to S.Amdt. 1470 to S. 2038 (Stop Trading on Congressional Knowledge Act of 2012)",60,39,1,0,100
383677,216568,2012-02-02,Senate,"On the Amendment S.Amdt. 1488 to S.Amdt. 1470 to S. 2038 (Stop Trading on Congressional Knowledge Act of 2012)",24,75,1,0,100
383677,216569,2012-02-02,Senate,"On the Amendment S.Amdt. 1493 to S.Amdt. 1470 to S. 2038 (Stop Trading on Congressional Knowledge Act of 2012)",60,39,1,0,100
383677,216570,2012-02-02,Senate,"On the Amendment S.Amdt. 1481 to S.Amdt. 1470 to S. 2038 (Stop Trading on Congressional Knowledge Act of 2012)",26,73,1,0,100
383677,216571,2012-02-02,Senate,"On Passage of the Bill S. 2038",96,3,1,0,100
383677,216572,2012-03-22,Senate,"On the Cloture Motion S. 2038",96,3,1,0,100
383677,221010,2012-02-09,House,"On Motion to Suspend the Rules and Pass, as Amended",417,2,14,0,433
385387,216493,2012-09-12,House,"On Motion to Suspend the Rules and Pass, as Amended",355,62,12,0,429
385387,220762,2012-09-12,House,"On Motion to Suspend the Rules and Pass, as Amended",355,62,12,0,429
386892,217065,2012-02-02,House,"On Ordering the Previous Question",238,177,17,0,432
386892,217066,2012-02-02,House,"On Agreeing to the Resolution",238,179,15,0,432
386892,219507,2012-02-02,House,"On Ordering the Previous Question",238,177,17,0,432
386892,219508,2012-02-02,House,"On Agreeing to the Resolution",238,179,15,0,432
387014,216104,2012-05-15,House,"On Motion to Suspend the Rules and Pass, as Amended",400,1,30,0,431
387014,219571,2012-05-15,House,"On Motion to Suspend the Rules and Pass, as Amended",400,1,30,0,431
389620,217026,2012-02-06,House,"On Agreeing to the Resolution",233,155,44,0,432
389620,219360,2012-02-06,House,"On Agreeing to the Resolution",233,155,44,0,432
390659,216492,2012-02-07,House,"On Agreeing to the Resolution",239,181,13,0,433
390659,220726,2012-02-07,House,"On Agreeing to the Resolution",239,181,13,0,433
391792,216896,2012-02-08,House,"On Ordering the Previous Question",240,184,9,0,433
391792,216897,2012-02-08,House,"On Agreeing to the Resolution",238,175,20,0,433
391792,218890,2012-02-08,House,"On Ordering the Previous Question",240,184,9,0,433
391792,218891,2012-02-08,House,"On Agreeing to the Resolution",238,175,20,0,433
395999,216223,2012-03-19,House,"On Motion to Suspend the Rules and Pass",371,0,61,0,432
395999,219992,2012-03-19,House,"On Motion to Suspend the Rules and Pass",371,0,61,0,432
396180,216909,2012-06-28,House,"On Motion to Suspend the Rules and Pass, as Amended",411,9,12,0,432
396180,218935,2012-06-28,House,"On Motion to Suspend the Rules and Pass, as Amended",411,9,12,0,432
398626,217001,2012-02-15,House,"On Ordering the Previous Question",229,181,23,0,433
398626,217002,2012-02-15,House,"On Agreeing to the Resolution",235,186,12,0,433
398626,219211,2012-02-15,House,"On Ordering the Previous Question",229,181,23,0,433
398626,219212,2012-02-15,House,"On Agreeing to the Resolution",235,186,12,0,433
399474,216543,2012-04-16,House,"On Motion to Suspend the Rules and Pass",373,4,54,0,431
399474,220961,2012-04-16,House,"On Motion to Suspend the Rules and Pass",373,4,54,0,431
401414,216467,2012-12-13,House,"On Motion to Suspend the Rules and Pass, as Amended",402,0,29,0,431
401414,220647,2012-12-13,House,"On Motion to Suspend the Rules and Pass, as Amended",402,0,29,0,431
401440,216576,2012-12-30,House,"On Motion to Suspend the Rules and Concur in the Senate Amendment",392,3,36,0,431
401440,221019,2012-12-30,House,"On Motion to Suspend the Rules and Concur in the Senate Amendment",392,3,36,0,431
401543,216926,2012-03-01,House,"On Motion to Suspend the Rules and Agree, as Amended",417,1,15,0,433
401543,218975,2012-03-01,House,"On Motion to Suspend the Rules and Agree, as Amended",417,1,15,0,433
403252,216942,2012-07-25,House,"On Agreeing to the Amendment",188,231,12,0,431
403252,216943,2012-07-25,House,"On Agreeing to the Amendment",159,259,13,0,431
403252,216944,2012-07-25,House,"On Agreeing to the Amendment",173,245,13,0,431
403252,216945,2012-07-25,House,"On Agreeing to the Amendment",174,242,15,0,431
403252,216946,2012-07-25,House,"On Agreeing to the Amendment",177,240,14,0,431
403252,216947,2012-07-26,House,"On Agreeing to the Amendment",177,244,10,0,431
403252,216948,2012-07-26,House,"On Agreeing to the Amendment",177,238,16,0,431
403252,216949,2012-07-26,House,"On Agreeing to the Amendment",170,247,14,0,431
403252,216950,2012-07-26,House,"On Agreeing to the Amendment",173,246,12,0,431
403252,216951,2012-07-26,House,"On Agreeing to the Amendment",179,234,18,0,431
403252,216952,2012-07-26,House,"On Agreeing to the Amendment",248,171,12,0,431
403252,216953,2012-07-26,House,"On Agreeing to the Amendment",176,243,12,0,431
403252,216954,2012-07-26,House,"On Agreeing to the Amendment",240,178,13,0,431
403252,216955,2012-07-26,House,"On Agreeing to the Amendment",174,239,18,0,431
403252,216956,2012-07-26,House,"On Agreeing to the Amendment",178,236,17,0,431
403252,216957,2012-07-26,House,"On Agreeing to the Amendment",171,247,13,0,431
403252,216958,2012-07-26,House,"On Agreeing to the Amendment",251,166,14,0,431
